date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:50:55	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263b66a39-15acf%22	https://ubg365.github.io/g-switch-3/lib/pako.min.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/lib/pako.min.js	(from https://ubg365.github.io/g-switch-3/)
20:50:57	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263b66a39-90fa%22	https://ubg365.github.io/g-switch-3/lib/howler.min.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/lib/howler.min.js	(from https://ubg365.github.io/g-switch-3/)
20:51:12	89476/89476	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://ubg365.github.io/g-switch-3/)
20:52:15	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263b66a39-12a2%22	https://ubg365.github.io/g-switch-3/lib/FileSaver.min.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/lib/FileSaver.min.js	(from https://ubg365.github.io/g-switch-3/)
20:52:18	47800/47800	URF---	200	added ('OK%20(cached)')	application/woff		https://ubg365.github.io/g-switch-3/assets/data/MeiryoUI.woff	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/assets/data/MeiryoUI.woff	(from https://ubg365.github.io/g-switch-3/)
20:52:24	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263b66a39-3cfcf6%22	https://ubg365.github.io/g-switch-3/G-Switch3.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/G-Switch3.js	(from https://ubg365.github.io/g-switch-3/)
20:52:35	48092/48092	URF---	200	added ('OK%20(cached)')	application/woff		https://ubg365.github.io/g-switch-3/assets/data/MeiryoUIBold.woff	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/assets/data/MeiryoUIBold.woff	(from https://ubg365.github.io/g-switch-3/)
20:53:37	29976/29976	URF---	200	added ('OK%20(cached)')	application/woff		https://ubg365.github.io/g-switch-3/assets/data/UnDotum.woff	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/assets/data/UnDotum.woff	(from https://ubg365.github.io/g-switch-3/)
20:53:40	32628/32628	URF---	200	added ('OK%20(cached)')	application/woff		https://ubg365.github.io/g-switch-3/assets/data/UnDotumBold.woff	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/assets/data/UnDotumBold.woff	(from https://ubg365.github.io/g-switch-3/)
20:53:46	15660/15660	URF---	200	added ('OK%20(cached)')	application/woff		https://ubg365.github.io/g-switch-3/assets/data/verdana.woff	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/assets/data/verdana.woff	(from https://ubg365.github.io/g-switch-3/)
